0.1		2023-04-18T08:10:33Z	
0.2		2023-04-20T15:02:42Z	
0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/0.3/dict-trans-0.3.jar returned status 404
0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/0.4/dict-trans-0.4.jar returned status 404
0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/0.5/dict-trans-0.5.jar returned status 404
0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/0.6/dict-trans-0.6.jar returned status 404
0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/0.7/dict-trans-0.7.jar returned status 404
0.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/0.8/dict-trans-0.8.jar returned status 404
1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/1.0/dict-trans-1.0.jar returned status 404
1.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/dict-trans/1.0.1/dict-trans-1.0.1.jar returned status 404
