1.4.0-beta1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.4.0-beta1/snail-job-1.4.0-beta1.jar returned status 404
1.4.0-beta1-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.4.0-beta1-jdk8/snail-job-1.4.0-beta1-jdk8.jar returned status 404
1.4.0-beta2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.4.0-beta2/snail-job-1.4.0-beta2.jar returned status 404
1.4.0-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.4.0-jdk8/snail-job-1.4.0-jdk8.jar returned status 404
1.5.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.5.0/snail-job-1.5.0.jar returned status 404
1.5.0-beta1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.5.0-beta1/snail-job-1.5.0-beta1.jar returned status 404
1.5.0-beta1-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.5.0-beta1-jdk8/snail-job-1.5.0-beta1-jdk8.jar returned status 404
1.5.0-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.5.0-jdk8/snail-job-1.5.0-jdk8.jar returned status 404
1.6.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.6.0/snail-job-1.6.0.jar returned status 404
1.6.0-beta1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.6.0-beta1/snail-job-1.6.0-beta1.jar returned status 404
1.6.0-beta1-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.6.0-beta1-jdk8/snail-job-1.6.0-beta1-jdk8.jar returned status 404
1.6.0-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.6.0-jdk8/snail-job-1.6.0-jdk8.jar returned status 404
1.7.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.7.0/snail-job-1.7.0.jar returned status 404
1.7.0-beta1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.7.0-beta1/snail-job-1.7.0-beta1.jar returned status 404
1.7.0-beta2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.7.0-beta2/snail-job-1.7.0-beta2.jar returned status 404
1.7.0-solon			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.7.0-solon/snail-job-1.7.0-solon.jar returned status 404
1.7.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.7.1/snail-job-1.7.1.jar returned status 404
1.7.1-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.7.1-jdk8/snail-job-1.7.1-jdk8.jar returned status 404
1.7.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.7.2/snail-job-1.7.2.jar returned status 404
1.8.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.8.0/snail-job-1.8.0.jar returned status 404
1.8.0-beta1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.8.0-beta1/snail-job-1.8.0-beta1.jar returned status 404
1.8.0-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.8.0-jdk8/snail-job-1.8.0-jdk8.jar returned status 404
1.8.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.8.1/snail-job-1.8.1.jar returned status 404
1.8.1-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.8.1-jdk8/snail-job-1.8.1-jdk8.jar returned status 404
1.9.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.9.0/snail-job-1.9.0.jar returned status 404
1.9.0-jdk8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/1.9.0-jdk8/snail-job-1.9.0-jdk8.jar returned status 404
2.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/aizuda/snail-job/2.0.0/snail-job-2.0.0.jar returned status 404
