0.98	automatic	org.reaktivity	nukleus-http2	2019-05-08T07:35:59Z	
0.99	automatic	org.reaktivity	nukleus-http2	2019-05-29T03:45:26Z	
0.100	automatic	org.reaktivity	nukleus-http2	2019-06-25T06:52:54Z	
0.101	automatic	org.reaktivity	nukleus-http2	2019-07-03T03:45:30Z	
0.102	automatic	org.reaktivity	nukleus-http2	2019-07-15T22:22:03Z	
0.103	automatic	org.reaktivity	nukleus-http2	2019-07-22T04:46:39Z	
0.104	automatic	org.reaktivity	nukleus-http2	2019-08-29T17:24:18Z	
0.105	automatic	org.reaktivity	nukleus-http2	2019-09-03T02:41:00Z	
0.106	automatic	org.reaktivity	nukleus-http2	2019-09-05T21:39:15Z	
0.107	automatic	org.reaktivity	nukleus-http2	2019-09-06T06:54:02Z	
0.108	automatic	org.reaktivity	nukleus-http2	2019-09-06T19:26:33Z	
0.109	automatic	org.reaktivity	nukleus-http2	2019-09-07T03:42:40Z	
0.110	automatic	org.reaktivity	nukleus-http2	2019-09-11T15:35:07Z	
0.111	automatic	org.reaktivity	nukleus-http2	2019-09-26T21:33:17Z	
