2.2.0	automatic	org.eclipse.ecf	org.eclipse.ecf.osgi.services.distribution
2.1.700	automatic	org.eclipse.ecf	org.eclipse.ecf.osgi.services.distribution
2.1.600	automatic	org.eclipse.ecf	org.eclipse.ecf.osgi.services.distribution
2.1.500	automatic	org.eclipse.ecf	org.eclipse.ecf.osgi.services.distribution
2.1.400	automatic	org.eclipse.ecf	org.eclipse.ecf.osgi.services.distribution
2.1.200	automatic	org.eclipse.ecf	org.eclipse.ecf.osgi.services.distribution
