3.9.0	named	ai.swim	swim-streamlet	2019-02-18T10:46:25Z	
3.9.1	named	ai.swim	swim-streamlet	2019-02-21T06:26:35Z	
3.9.2	named	ai.swim	swim-streamlet	2019-03-28T21:40:19Z	
3.9.3	named	ai.swim	swim-streamlet	2019-05-03T00:52:23Z	
3.10.0	named	ai.swim	swim-streamlet	2019-07-22T21:32:14Z	
3.9.0	named	org.swimos	swim-streamlet	2019-08-24T02:50:34Z	
3.9.1	named	org.swimos	swim-streamlet	2019-08-24T06:26:17Z	
3.9.2	named	org.swimos	swim-streamlet	2019-08-24T22:08:00Z	
3.9.3	named	org.swimos	swim-streamlet	2019-08-24T23:27:22Z	
3.10.0	named	org.swimos	swim-streamlet	2019-08-25T00:34:58Z	
3.10.2	named	org.swimos	swim-streamlet	2020-04-01T22:15:32Z	
3.11.0	named	org.swimos	swim-streamlet	2021-08-13T23:54:09Z	3.11.0
3.10.3	named	org.swimos	swim-streamlet	2021-09-14T22:40:37Z	
4.0.0	named	org.swimos	swim-streamlet	2022-02-09T09:40:54Z	4.0.0
4.0.1	named	org.swimos	swim-streamlet	2022-07-25T00:49:19Z	4.0.1
4.1.0.12	named	org.swimos	swim-streamlet	2023-09-30T06:06:42Z	4.1.0.12
4.1.0.13	named	org.swimos	swim-streamlet	2023-10-23T18:30:51Z	4.1.0.13
4.2.14	named	org.swimos	swim-streamlet	2023-12-02T00:02:14Z	4.2.14
4.3.15	named	org.swimos	swim-streamlet	2024-06-17T21:18:47Z	4.3.15
