8.0.5	named	org.apache.tomee	tomee-embedded	2020-11-17T20:21:33Z	9.0.39
8.0.6	named	org.apache.tomee	tomee-embedded	2021-01-14T14:29:59Z	9.0.41
8.0.7	named	org.apache.tomee	tomee-embedded	2021-05-03T12:23:10Z	9.0.45
8.0.8	named	org.apache.tomee	tomee-embedded	2021-08-31T14:43:55Z	9.0.52
8.0.9	named	org.apache.tomee	tomee-embedded	2021-12-23T11:38:22Z	9.0.56
8.0.10	named	org.apache.tomee	tomee-embedded	2022-02-10T14:45:10Z	9.0.58
8.0.11	named	org.apache.tomee	tomee-embedded	2022-04-13T15:03:05Z	9.0.62
8.0.12	named	org.apache.tomee	tomee-embedded	2022-06-07T08:02:41Z	9.0.63
9.0.0-M8	named	org.apache.tomee	tomee-embedded	2022-06-28T07:57:26Z	10.0.21
8.0.13	named	org.apache.tomee	tomee-embedded	2022-10-11T11:11:41Z	9.0.68
9.0.0.RC1	named	org.apache.tomee	tomee-embedded	2022-10-31T09:13:48Z	10.0.27
9.0.0	named	org.apache.tomee	tomee-embedded	2023-01-03T08:41:29Z	10.0.27
8.0.14	named	org.apache.tomee	tomee-embedded	2023-01-17T12:50:38Z	9.0.71
8.0.15	named	org.apache.tomee	tomee-embedded	2023-05-08T12:33:12Z	9.0.74
9.1.0	named	org.apache.tomee	tomee-embedded	2023-06-06T09:58:31Z	10.0.27
9.1.1	named	org.apache.tomee	tomee-embedded	2023-10-12T11:09:13Z	10.0.27
8.0.16	named	org.apache.tomee	tomee-embedded	2023-10-29T17:24:25Z	9.0.82
9.1.2	named	org.apache.tomee	tomee-embedded	2023-12-12T16:11:13Z	10.0.27
10.0.0-M1	named	org.apache.tomee	tomee-embedded	2024-04-02T07:23:22Z	10.1.20
9.1.3	named	org.apache.tomee	tomee-embedded	2024-04-08T09:13:40Z	10.0.27
