2.13.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/viliussutkus89/licenseOnly/LCMS/2.13.1/LCMS-2.13.1.jar returned status 404
2.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/viliussutkus89/licenseOnly/LCMS/2.9/LCMS-2.9.jar returned status 404
