1.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.0.0/powsybl-dependencies-1.0.0.jar returned status 404
1.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.1.0/powsybl-dependencies-1.1.0.jar returned status 404
1.2.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.2.0/powsybl-dependencies-1.2.0.jar returned status 404
1.2.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.2.1/powsybl-dependencies-1.2.1.jar returned status 404
1.2.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.2.2/powsybl-dependencies-1.2.2.jar returned status 404
1.3.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.3.0/powsybl-dependencies-1.3.0.jar returned status 404
1.3.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/1.3.1/powsybl-dependencies-1.3.1.jar returned status 404
2.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2.0.0/powsybl-dependencies-2.0.0.jar returned status 404
2022.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2022.0.0/powsybl-dependencies-2022.0.0.jar returned status 404
2022.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2022.0.1/powsybl-dependencies-2022.0.1.jar returned status 404
2022.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2022.0.2/powsybl-dependencies-2022.0.2.jar returned status 404
2023.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.0.0/powsybl-dependencies-2023.0.0.jar returned status 404
2023.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.0.1/powsybl-dependencies-2023.0.1.jar returned status 404
2023.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.1.0/powsybl-dependencies-2023.1.0.jar returned status 404
2023.1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.1.1/powsybl-dependencies-2023.1.1.jar returned status 404
2023.2.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.2.0/powsybl-dependencies-2023.2.0.jar returned status 404
2023.2.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.2.1/powsybl-dependencies-2023.2.1.jar returned status 404
2023.2.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.2.2/powsybl-dependencies-2023.2.2.jar returned status 404
2023.2.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.2.3/powsybl-dependencies-2023.2.3.jar returned status 404
2023.2.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.2.4/powsybl-dependencies-2023.2.4.jar returned status 404
2023.3.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.3.0/powsybl-dependencies-2023.3.0.jar returned status 404
2023.3.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.3.1/powsybl-dependencies-2023.3.1.jar returned status 404
2023.3.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.3.2/powsybl-dependencies-2023.3.2.jar returned status 404
2023.3.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.3.3/powsybl-dependencies-2023.3.3.jar returned status 404
2023.4.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.4.0/powsybl-dependencies-2023.4.0.jar returned status 404
2023.4.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2023.4.1/powsybl-dependencies-2023.4.1.jar returned status 404
2024.0.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.0.0/powsybl-dependencies-2024.0.0.jar returned status 404
2024.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.0.1/powsybl-dependencies-2024.0.1.jar returned status 404
2024.0.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.0.2/powsybl-dependencies-2024.0.2.jar returned status 404
2024.0.3			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.0.3/powsybl-dependencies-2024.0.3.jar returned status 404
2024.0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.0.4/powsybl-dependencies-2024.0.4.jar returned status 404
2024.0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.0.5/powsybl-dependencies-2024.0.5.jar returned status 404
2024.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.1.0/powsybl-dependencies-2024.1.0.jar returned status 404
2024.1.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.1.1/powsybl-dependencies-2024.1.1.jar returned status 404
2024.1.2			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.1.2/powsybl-dependencies-2024.1.2.jar returned status 404
2024.2.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.2.0/powsybl-dependencies-2024.2.0.jar returned status 404
2024.3.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.3.0/powsybl-dependencies-2024.3.0.jar returned status 404
2024.3.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/powsybl/powsybl-dependencies/2024.3.1/powsybl-dependencies-2024.3.1.jar returned status 404
