1.1.13-1-ge4336d7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/qubitpi/owner/owner-site/1.1.13-1-ge4336d7/owner-site-1.1.13-1-ge4336d7.jar returned status 404
1.1.17			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/qubitpi/owner/owner-site/1.1.17/owner-site-1.1.17.jar returned status 404
