2025.08	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2025.07	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2025.06	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2025.05	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2025.04	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2025.03	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2025.02	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2025.01	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2024.12	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2024.11	automatic	io.github.shuigedeng	taotao-boot-starter-apt
2024.10	automatic	io.github.shuigedeng	taotao-boot-starter-apt
