3.11	org.shredzone.commons	commons-suncalc	3.11
3.10	org.shredzone.commons	commons-suncalc	3.10
3.9	org.shredzone.commons	commons-suncalc	3.9
3.8	org.shredzone.commons	commons-suncalc	3.8
3.7	org.shredzone.commons	commons-suncalc	3.7
3.6	org.shredzone.commons	commons-suncalc	3.6
3.5	org.shredzone.commons	commons-suncalc	3.5
3.4	org.shredzone.commons	commons-suncalc	3.4
3.3	org.shredzone.commons	commons-suncalc	3.3
3.2	org.shredzone.commons	commons-suncalc	3.2
3.1	org.shredzone.commons	commons-suncalc	3.1
3.0	org.shredzone.commons	commons-suncalc	3.0
