2024.11.0	named	org.nasdanika.models.bootstrap	model	2024-12-02T00:10:22Z	2024.11.0
2024.12.0	named	org.nasdanika.models.bootstrap	model	2024-12-30T14:27:22Z	2024.12.0
2025.1.0	named	org.nasdanika.models.bootstrap	model	2025-01-28T02:22:07Z	2025.1.0
2025.2.0	named	org.nasdanika.models.bootstrap	model	2025-02-27T22:44:29Z	2025.2.0
2025.3.0	named	org.nasdanika.models.bootstrap	model	2025-03-30T04:09:30Z	2025.3.0
2025.4.0	named	org.nasdanika.models.bootstrap	model	2025-04-20T15:36:34Z	2025.4.0
2025.5.0	named	org.nasdanika.models.bootstrap	model	2025-05-19T18:36:36Z	2025.5.0
2025.6.0	named	org.nasdanika.models.bootstrap	model	2025-06-17T12:56:37Z	2025.6.0
2025.7.0	named	org.nasdanika.models.bootstrap	model	2025-07-28T17:16:44Z	2025.7.0
2025.10.0	named	org.nasdanika.models.bootstrap	model	2025-10-12T09:11:25Z	2025.10.0
2025.12.0	named	org.nasdanika.models.bootstrap	model	2025-12-11T00:03:56Z	2025.12.0
2026.2.0	named	org.nasdanika.models.bootstrap	model	2026-03-03T12:35:57Z	2026.2.0
