2024.33.1	named	com.amazonaws	aws-athena-federation-sdk
2024.32.1	named	com.amazonaws	aws-athena-federation-sdk
2024.25.1	named	com.amazonaws	aws-athena-federation-sdk
2024.22.1	named	com.amazonaws	aws-athena-federation-sdk
2024.20.2	named	com.amazonaws	aws-athena-federation-sdk
2024.20.1	named	com.amazonaws	aws-athena-federation-sdk
2024.19.1	named	com.amazonaws	aws-athena-federation-sdk
2024.18.2	named	com.amazonaws	aws-athena-federation-sdk
2024.18.1	named	com.amazonaws	aws-athena-federation-sdk
2024.16.1	named	com.amazonaws	aws-athena-federation-sdk
2024.15.2	named	com.amazonaws	aws-athena-federation-sdk
2024.15.1	named	com.amazonaws	aws-athena-federation-sdk
2024.13.1	named	com.amazonaws	aws-athena-federation-sdk
2024.10.1	named	com.amazonaws	aws-athena-federation-sdk
2024.8.1	named	com.amazonaws	aws-athena-federation-sdk
2024.7.1	named	com.amazonaws	aws-athena-federation-sdk
2024.6.1	named	com.amazonaws	aws-athena-federation-sdk
2024.3.2	named	com.amazonaws	aws-athena-federation-sdk
2024.3.1	named	com.amazonaws	aws-athena-federation-sdk
2023.49.2	named	com.amazonaws	aws-athena-federation-sdk
2023.49.1	named	com.amazonaws	aws-athena-federation-sdk
2023.46.2	named	com.amazonaws	aws-athena-federation-sdk
2023.46.1	named	com.amazonaws	aws-athena-federation-sdk
2023.42.1	named	com.amazonaws	aws-athena-federation-sdk
2023.40.1	named	com.amazonaws	aws-athena-federation-sdk
2023.38.1	named	com.amazonaws	aws-athena-federation-sdk
2023.37.2	named	com.amazonaws	aws-athena-federation-sdk
2023.37.1	named	com.amazonaws	aws-athena-federation-sdk
2023.35.2	named	com.amazonaws	aws-athena-federation-sdk
2023.35.1	named	com.amazonaws	aws-athena-federation-sdk
2023.30.1	named	com.amazonaws	aws-athena-federation-sdk
2023.29.1	named	com.amazonaws	aws-athena-federation-sdk
2023.25.1	named	com.amazonaws	aws-athena-federation-sdk
2023.20.1	named	com.amazonaws	aws-athena-federation-sdk
2023.19.1	named	com.amazonaws	aws-athena-federation-sdk
2023.18.1	named	com.amazonaws	aws-athena-federation-sdk
2023.17.1	named	com.amazonaws	aws-athena-federation-sdk
2023.16.2	named	com.amazonaws	aws-athena-federation-sdk
2023.16.1	named	com.amazonaws	aws-athena-federation-sdk
2023.15.1	named	com.amazonaws	aws-athena-federation-sdk
2023.14.1	named	com.amazonaws	aws-athena-federation-sdk
2023.13.1	named	com.amazonaws	aws-athena-federation-sdk
2023.12.1	named	com.amazonaws	aws-athena-federation-sdk
2023.11.1	named	com.amazonaws	aws-athena-federation-sdk
2023.10.1	named	com.amazonaws	aws-athena-federation-sdk
2023.8.3	named	com.amazonaws	aws-athena-federation-sdk
2023.8.2	named	com.amazonaws	aws-athena-federation-sdk
2023.8.1	named	com.amazonaws	aws-athena-federation-sdk
2023.6.1	named	com.amazonaws	aws-athena-federation-sdk
2023.5.4	named	com.amazonaws	aws-athena-federation-sdk
2023.5.3	named	com.amazonaws	aws-athena-federation-sdk
2023.5.2	named	com.amazonaws	aws-athena-federation-sdk
2023.5.1	named	com.amazonaws	aws-athena-federation-sdk
2023.4.1	named	com.amazonaws	aws-athena-federation-sdk
2023.3.1	named	com.amazonaws	aws-athena-federation-sdk
2023.2.1	named	com.amazonaws	aws-athena-federation-sdk
2023.1.2	named	com.amazonaws	aws-athena-federation-sdk
2023.01.1	named	com.amazonaws	aws-athena-federation-sdk
2022.51.1	named	com.amazonaws	aws-athena-federation-sdk
2022.50.2	named	com.amazonaws	aws-athena-federation-sdk
2022.50.1	named	com.amazonaws	aws-athena-federation-sdk
2022.48.2	named	com.amazonaws	aws-athena-federation-sdk
2022.48.1	named	com.amazonaws	aws-athena-federation-sdk
