0.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.10/skorm-common-wasm-js-0.10.jar returned status 404
0.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.11/skorm-common-wasm-js-0.11.jar returned status 404
0.12			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.12/skorm-common-wasm-js-0.12.jar returned status 404
0.13			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.13/skorm-common-wasm-js-0.13.jar returned status 404
0.14			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.14/skorm-common-wasm-js-0.14.jar returned status 404
0.15		2026-05-21T20:50:49Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.15/skorm-common-wasm-js-0.15.jar returned status 404
0.4			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.4/skorm-common-wasm-js-0.4.jar returned status 404
0.5			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.5/skorm-common-wasm-js-0.5.jar returned status 404
0.6			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.6/skorm-common-wasm-js-0.6.jar returned status 404
0.7			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.7/skorm-common-wasm-js-0.7.jar returned status 404
0.8			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.8/skorm-common-wasm-js-0.8.jar returned status 404
0.9			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.9/skorm-common-wasm-js-0.9.jar returned status 404
0.9-dev			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/republicate/skorm/skorm-common-wasm-js/0.9-dev/skorm-common-wasm-js-0.9-dev.jar returned status 404
