1.60	automatic	org.bouncycastle	bctls-jdk15on	2018-07-06T00:23:15Z	
1.61	named	org.bouncycastle	bctls-jdk15on	2019-02-15T22:53:04Z	
1.61	automatic	org.bouncycastle	bctls-jdk14	2019-02-15T23:09:58Z	
1.62	named	org.bouncycastle	bctls-jdk15on	2019-06-07T03:03:11Z	
1.62	automatic	org.bouncycastle	bctls-jdk14	2019-09-11T02:50:34Z	
1.63	automatic	org.bouncycastle	bctls-jdk14	2019-09-11T02:51:13Z	
1.63	named	org.bouncycastle	bctls-jdk15on	2019-09-11T03:14:54Z	
1.63	automatic	org.bouncycastle	bctls-jdk15to18	2019-09-11T04:29:39Z	
1.64	automatic	org.bouncycastle	bctls-jdk15to18	2019-10-12T02:43:50Z	
1.64	named	org.bouncycastle	bctls-jdk15on	2019-10-12T02:44:47Z	
1.64	automatic	org.bouncycastle	bctls-jdk14	2019-10-12T02:52:12Z	
1.65	named	org.bouncycastle	bctls-jdk15on	2020-04-06T04:29:31Z	
1.65	automatic	org.bouncycastle	bctls-jdk15to18	2020-04-06T04:51:32Z	
1.65	automatic	org.bouncycastle	bctls-jdk14	2020-04-06T05:18:50Z	
1.66	named	org.bouncycastle	bctls-jdk15on	2020-07-07T08:47:58Z	
1.66	automatic	org.bouncycastle	bctls-jdk15to18	2020-07-08T04:24:01Z	
1.67	automatic	org.bouncycastle	bctls-jdk15to18	2020-11-01T08:22:23Z	
1.67	named	org.bouncycastle	bctls-jdk15on	2020-11-01T08:23:00Z	
1.67	automatic	org.bouncycastle	bctls-jdk14	2020-11-01T08:23:52Z	
1.68	named	org.bouncycastle	bctls-jdk15on	2020-12-23T00:29:09Z	
1.68	automatic	org.bouncycastle	bctls-jdk15to18	2020-12-23T00:53:47Z	
1.68	automatic	org.bouncycastle	bctls-jdk14	2020-12-23T01:52:10Z	
1.69	named	org.bouncycastle	bctls-jdk15on	2021-06-09T06:03:12Z	
1.69	automatic	org.bouncycastle	bctls-jdk15to18	2021-06-10T07:47:52Z	
1.69	automatic	org.bouncycastle	bctls-jdk14	2021-06-12T19:36:21Z	
1.70	automatic	org.bouncycastle	bctls-jdk15to18	2021-12-06T09:25:09Z	
1.70	named	org.bouncycastle	bctls-jdk15on	2021-12-06T09:26:13Z	
1.70	automatic	org.bouncycastle	bctls-jdk14	2021-12-06T09:27:01Z	
1.71	automatic	org.bouncycastle	bctls-jdk14	2022-04-21T08:44:36Z	
1.71	automatic	org.bouncycastle	bctls-jdk15to18	2022-04-21T08:45:09Z	
1.71	named	org.bouncycastle	bctls-jdk18on	2022-04-21T08:46:04Z	
