0.1.100			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.100/logging-api-tvosarm64-0.1.100.jar returned status 404
0.1.100	metadata	2021-09-08T11:10:33Z	
0.1.101			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.101/logging-api-tvosarm64-0.1.101.jar returned status 404
0.1.101	metadata	2021-09-09T07:41:07Z	
0.1.102			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.102/logging-api-tvosarm64-0.1.102.jar returned status 404
0.1.102	metadata	2021-09-09T21:15:05Z	
0.1.103			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.103/logging-api-tvosarm64-0.1.103.jar returned status 404
0.1.103	metadata	2021-09-16T14:35:25Z	
0.1.104			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.104/logging-api-tvosarm64-0.1.104.jar returned status 404
0.1.104	metadata	2021-09-16T15:33:00Z	
0.1.105			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.105/logging-api-tvosarm64-0.1.105.jar returned status 404
0.1.105	metadata	2021-09-17T10:15:29Z	
0.1.106			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.106/logging-api-tvosarm64-0.1.106.jar returned status 404
0.1.106	metadata	2021-09-18T14:06:55Z	
0.1.107			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.107/logging-api-tvosarm64-0.1.107.jar returned status 404
0.1.107	metadata	2021-09-18T16:07:09Z	
0.1.108			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.108/logging-api-tvosarm64-0.1.108.jar returned status 404
0.1.108	metadata	2021-09-18T16:42:41Z	
0.1.109			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.109/logging-api-tvosarm64-0.1.109.jar returned status 404
0.1.109	metadata	2021-09-20T07:43:56Z	
0.1.110			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.110/logging-api-tvosarm64-0.1.110.jar returned status 404
0.1.110	metadata	2021-09-20T22:11:06Z	
0.1.111			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.111/logging-api-tvosarm64-0.1.111.jar returned status 404
0.1.111	metadata	2021-09-30T16:43:48Z	
0.1.112			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.112/logging-api-tvosarm64-0.1.112.jar returned status 404
0.1.112	metadata	2021-09-30T19:57:52Z	
0.1.113			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.113/logging-api-tvosarm64-0.1.113.jar returned status 404
0.1.113	metadata	2021-09-30T23:00:54Z	
0.1.114			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.114/logging-api-tvosarm64-0.1.114.jar returned status 404
0.1.114	metadata	2021-10-26T15:42:09Z	
0.1.115			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.115/logging-api-tvosarm64-0.1.115.jar returned status 404
0.1.115	metadata	2021-11-03T09:26:36Z	
0.1.116			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.116/logging-api-tvosarm64-0.1.116.jar returned status 404
0.1.116	metadata	2021-11-03T17:53:19Z	
0.1.117			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.117/logging-api-tvosarm64-0.1.117.jar returned status 404
0.1.117	metadata	2021-11-24T22:27:52Z	
0.1.118			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.118/logging-api-tvosarm64-0.1.118.jar returned status 404
0.1.118	metadata	2021-11-26T13:48:53Z	
0.1.119			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.119/logging-api-tvosarm64-0.1.119.jar returned status 404
0.1.119	metadata	2021-12-09T13:28:33Z	
0.1.120			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.120/logging-api-tvosarm64-0.1.120.jar returned status 404
0.1.120	metadata	2021-12-13T11:40:08Z	
0.1.121			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.121/logging-api-tvosarm64-0.1.121.jar returned status 404
0.1.121	metadata	2021-12-20T15:27:00Z	
0.1.122			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.122/logging-api-tvosarm64-0.1.122.jar returned status 404
0.1.122	metadata	2022-01-16T23:30:41Z	
0.1.123			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.123/logging-api-tvosarm64-0.1.123.jar returned status 404
0.1.123	metadata	2022-01-19T10:43:37Z	
0.1.124			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.124/logging-api-tvosarm64-0.1.124.jar returned status 404
0.1.124	metadata	2022-02-08T12:46:32Z	
0.1.125			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.125/logging-api-tvosarm64-0.1.125.jar returned status 404
0.1.125	metadata	2022-03-09T04:09:53Z	
0.1.126			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.126/logging-api-tvosarm64-0.1.126.jar returned status 404
0.1.126	metadata	2022-03-10T00:15:56Z	
0.1.127			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.127/logging-api-tvosarm64-0.1.127.jar returned status 404
0.1.127	metadata	2022-03-10T04:33:47Z	
0.1.128			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.128/logging-api-tvosarm64-0.1.128.jar returned status 404
0.1.128	metadata	2022-03-10T05:22:24Z	
0.1.129			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.129/logging-api-tvosarm64-0.1.129.jar returned status 404
0.1.129	metadata	2022-03-10T14:44:44Z	
0.1.130			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.130/logging-api-tvosarm64-0.1.130.jar returned status 404
0.1.130	metadata	2022-03-10T18:49:02Z	
0.1.131			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.131/logging-api-tvosarm64-0.1.131.jar returned status 404
0.1.131	metadata	2022-03-10T21:12:02Z	
0.1.132			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.132/logging-api-tvosarm64-0.1.132.jar returned status 404
0.1.132	metadata	2022-03-10T22:57:42Z	
0.1.133			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.133/logging-api-tvosarm64-0.1.133.jar returned status 404
0.1.133	metadata	2022-03-11T16:44:14Z	
0.1.134			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.134/logging-api-tvosarm64-0.1.134.jar returned status 404
0.1.134	metadata	2022-03-12T03:41:21Z	
0.1.135			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.135/logging-api-tvosarm64-0.1.135.jar returned status 404
0.1.135	metadata	2022-03-12T23:13:25Z	
0.1.136			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/org/brightify/hyperdrive/logging-api-tvosarm64/0.1.136/logging-api-tvosarm64-0.1.136.jar returned status 404
0.1.136	metadata	2022-03-13T04:00:16Z	
