0.8.28			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.28/cyborg-firebase-0.8.28.jar returned status 404
0.8.28	source	2017-10-01T15:12:38Z	
0.8.29			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.29/cyborg-firebase-0.8.29.jar returned status 404
0.8.29	source	2017-10-10T13:54:07Z	
0.8.31			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.31/cyborg-firebase-0.8.31.jar returned status 404
0.8.31	source	2017-10-12T20:29:41Z	
0.8.32			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.32/cyborg-firebase-0.8.32.jar returned status 404
0.8.32	source	2017-10-22T05:58:34Z	
0.8.33			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.33/cyborg-firebase-0.8.33.jar returned status 404
0.8.33	source	2017-11-01T08:54:11Z	
0.8.34			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.34/cyborg-firebase-0.8.34.jar returned status 404
0.8.34	source	2017-11-03T10:49:10Z	
0.8.35			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.35/cyborg-firebase-0.8.35.jar returned status 404
0.8.35	source	2017-11-07T11:54:42Z	
0.8.37			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.37/cyborg-firebase-0.8.37.jar returned status 404
0.8.37	source	2017-11-07T16:38:10Z	
0.8.38			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.38/cyborg-firebase-0.8.38.jar returned status 404
0.8.38	source	2017-11-08T11:23:43Z	
0.8.40			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.40/cyborg-firebase-0.8.40.jar returned status 404
0.8.40	source	2017-11-15T08:17:16Z	
0.8.41			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.41/cyborg-firebase-0.8.41.jar returned status 404
0.8.41	source	2017-11-16T12:40:22Z	
0.8.42			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.42/cyborg-firebase-0.8.42.jar returned status 404
0.8.42	source	2017-11-16T15:11:45Z	
0.8.43			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.43/cyborg-firebase-0.8.43.jar returned status 404
0.8.43	source	2017-11-16T15:18:06Z	
0.8.44			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.44/cyborg-firebase-0.8.44.jar returned status 404
0.8.44	source	2017-11-16T15:31:18Z	
0.8.45			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.45/cyborg-firebase-0.8.45.jar returned status 404
0.8.45	source	2017-11-16T15:42:10Z	
0.8.46			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.46/cyborg-firebase-0.8.46.jar returned status 404
0.8.46	source	2017-11-16T19:18:25Z	
0.8.47			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.47/cyborg-firebase-0.8.47.jar returned status 404
0.8.47	source	2017-11-17T09:45:59Z	
0.8.48			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.48/cyborg-firebase-0.8.48.jar returned status 404
0.8.48	source	2017-11-21T23:43:01Z	
0.8.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.49/cyborg-firebase-0.8.49.jar returned status 404
0.8.49	source	2017-11-22T23:10:51Z	
0.8.50			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.50/cyborg-firebase-0.8.50.jar returned status 404
0.8.50	source	2017-11-23T07:41:40Z	
0.8.53			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.53/cyborg-firebase-0.8.53.jar returned status 404
0.8.53	source	2017-11-26T09:51:22Z	
0.8.54			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.54/cyborg-firebase-0.8.54.jar returned status 404
0.8.54	source	2017-11-28T13:33:11Z	
0.8.55			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/nu-art-software/cyborg/cyborg-firebase/0.8.55/cyborg-firebase-0.8.55.jar returned status 404
