0.291	named	org.reaktivity	nukleus-kafka
0.290	named	org.reaktivity	nukleus-kafka
0.289	named	org.reaktivity	nukleus-kafka
0.288	automatic	org.reaktivity	nukleus-kafka
0.287	automatic	org.reaktivity	nukleus-kafka
0.286	automatic	org.reaktivity	nukleus-kafka
0.285	automatic	org.reaktivity	nukleus-kafka
0.284	automatic	org.reaktivity	nukleus-kafka
0.283	automatic	org.reaktivity	nukleus-kafka
0.282	automatic	org.reaktivity	nukleus-kafka
0.281	automatic	org.reaktivity	nukleus-kafka
0.280	automatic	org.reaktivity	nukleus-kafka
0.279	automatic	org.reaktivity	nukleus-kafka
0.278	automatic	org.reaktivity	nukleus-kafka
0.277	automatic	org.reaktivity	nukleus-kafka
0.276	automatic	org.reaktivity	nukleus-kafka
0.275	automatic	org.reaktivity	nukleus-kafka
0.274	automatic	org.reaktivity	nukleus-kafka
0.273	automatic	org.reaktivity	nukleus-kafka
0.272	automatic	org.reaktivity	nukleus-kafka
0.271	automatic	org.reaktivity	nukleus-kafka
0.270	automatic	org.reaktivity	nukleus-kafka
0.269	automatic	org.reaktivity	nukleus-kafka
0.268	automatic	org.reaktivity	nukleus-kafka
0.267	automatic	org.reaktivity	nukleus-kafka
0.266	automatic	org.reaktivity	nukleus-kafka
0.265	automatic	org.reaktivity	nukleus-kafka
0.264	automatic	org.reaktivity	nukleus-kafka
0.263	automatic	org.reaktivity	nukleus-kafka
0.262	automatic	org.reaktivity	nukleus-kafka
0.261	automatic	org.reaktivity	nukleus-kafka
0.260	automatic	org.reaktivity	nukleus-kafka
0.259	automatic	org.reaktivity	nukleus-kafka
0.258	automatic	org.reaktivity	nukleus-kafka
0.257	automatic	org.reaktivity	nukleus-kafka
0.256	automatic	org.reaktivity	nukleus-kafka
0.255	automatic	org.reaktivity	nukleus-kafka
0.254	automatic	org.reaktivity	nukleus-kafka
0.253	automatic	org.reaktivity	nukleus-kafka
0.252	automatic	org.reaktivity	nukleus-kafka
0.251	automatic	org.reaktivity	nukleus-kafka
0.250	automatic	org.reaktivity	nukleus-kafka
0.249	automatic	org.reaktivity	nukleus-kafka
0.248	automatic	org.reaktivity	nukleus-kafka
0.247	automatic	org.reaktivity	nukleus-kafka
0.246	automatic	org.reaktivity	nukleus-kafka
0.245	automatic	org.reaktivity	nukleus-kafka
0.244	automatic	org.reaktivity	nukleus-kafka
0.243	automatic	org.reaktivity	nukleus-kafka
0.242	automatic	org.reaktivity	nukleus-kafka
0.241	automatic	org.reaktivity	nukleus-kafka
0.240	automatic	org.reaktivity	nukleus-kafka
0.239	automatic	org.reaktivity	nukleus-kafka
0.238	automatic	org.reaktivity	nukleus-kafka
0.237	automatic	org.reaktivity	nukleus-kafka
0.236	automatic	org.reaktivity	nukleus-kafka
0.235	automatic	org.reaktivity	nukleus-kafka
0.234	automatic	org.reaktivity	nukleus-kafka
0.233	automatic	org.reaktivity	nukleus-kafka
0.232	automatic	org.reaktivity	nukleus-kafka
0.231	automatic	org.reaktivity	nukleus-kafka
0.230	automatic	org.reaktivity	nukleus-kafka
0.229	automatic	org.reaktivity	nukleus-kafka
0.228	automatic	org.reaktivity	nukleus-kafka
0.227	automatic	org.reaktivity	nukleus-kafka
0.226	automatic	org.reaktivity	nukleus-kafka
0.225	automatic	org.reaktivity	nukleus-kafka
0.224	automatic	org.reaktivity	nukleus-kafka
0.223	automatic	org.reaktivity	nukleus-kafka
0.222	automatic	org.reaktivity	nukleus-kafka
0.221	automatic	org.reaktivity	nukleus-kafka
