2.6.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/everysight/mav1-native-ios/2.6.0/mav1-native-ios-2.6.0.jar returned status 404
2.6.0	metadata		IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/everysight/mav1-native-ios/2.6.0/mav1-native-ios-2.6.0-metadata.jar returned status 404
