3.12.0		2026-06-05T20:18:46Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/ru/etoplatezhi/msdk-ui-common/3.12.0/msdk-ui-common-3.12.0.jar returned status 404
3.8.10			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/ru/etoplatezhi/msdk-ui-common/3.8.10/msdk-ui-common-3.8.10.jar returned status 404
