0.4		2015-03-24T19:35:42Z	
0.4	tests-javadoc	2015-03-24T19:35:48Z	
0.4	tests-sources	2015-03-24T19:35:42Z	
0.5		2015-03-25T22:30:36Z	
0.5	tests-javadoc	2015-03-25T22:30:48Z	
0.5	tests-sources	2015-03-25T22:30:37Z	
0.6		2015-04-02T12:23:36Z	
0.6	tests-javadoc	2015-04-02T12:23:41Z	
0.6	tests-sources	2015-04-02T12:23:36Z	
0.7		2015-04-07T19:45:51Z	
0.7	tests-javadoc	2015-04-07T19:45:56Z	
0.7	tests-sources	2015-04-07T19:45:52Z	
0.8		2015-04-09T17:03:08Z	
0.8	tests-javadoc	2015-04-09T17:03:14Z	
0.8	tests-sources	2015-04-09T17:03:09Z	
0.9		2015-04-29T18:52:54Z	
0.9	tests-javadoc	2015-04-29T18:52:59Z	
0.9	tests-sources	2015-04-29T18:52:54Z	
