0.46	automatic	org.tomitribe	tomitribe-crest-cli
0.45	automatic	org.tomitribe	tomitribe-crest-cli
0.44	automatic	org.tomitribe	tomitribe-crest-cli
0.43	automatic	org.tomitribe	tomitribe-crest-cli
0.42	automatic	org.tomitribe	tomitribe-crest-cli
0.41	automatic	org.tomitribe	tomitribe-crest-cli
0.40	automatic	org.tomitribe	tomitribe-crest-cli
0.39	automatic	org.tomitribe	tomitribe-crest-cli
0.38	automatic	org.tomitribe	tomitribe-crest-cli
0.37	automatic	org.tomitribe	tomitribe-crest-cli
0.36	automatic	org.tomitribe	tomitribe-crest-cli
0.35	automatic	org.tomitribe	tomitribe-crest-cli
0.34	automatic	org.tomitribe	tomitribe-crest-cli
0.32	automatic	org.tomitribe	tomitribe-crest-cli
0.31	automatic	org.tomitribe	tomitribe-crest-cli
0.30	automatic	org.tomitribe	tomitribe-crest-cli
0.29	automatic	org.tomitribe	tomitribe-crest-cli
0.28	automatic	org.tomitribe	tomitribe-crest-cli
0.27	automatic	org.tomitribe	tomitribe-crest-cli
0.26	automatic	org.tomitribe	tomitribe-crest-cli
0.25	automatic	org.tomitribe	tomitribe-crest-cli
0.24	automatic	org.tomitribe	tomitribe-crest-cli
0.23	automatic	org.tomitribe	tomitribe-crest-cli
0.22	automatic	org.tomitribe	tomitribe-crest-cli
0.21	automatic	org.tomitribe	tomitribe-crest-cli
0.20	automatic	org.tomitribe	tomitribe-crest-cli
0.19	automatic	org.tomitribe	tomitribe-crest-cli
0.18	automatic	org.tomitribe	tomitribe-crest-cli
0.17	automatic	org.tomitribe	tomitribe-crest-cli
0.16	automatic	org.tomitribe	tomitribe-crest-cli
0.15	automatic	org.tomitribe	tomitribe-crest-cli
0.14	automatic	org.tomitribe	tomitribe-crest-cli
0.13	automatic	org.tomitribe	tomitribe-crest-cli
0.12	automatic	org.tomitribe	tomitribe-crest-cli
0.11	automatic	org.tomitribe	tomitribe-crest-cli
