1.0		2016-03-04T18:19:39Z	
1.1		2016-03-04T19:38:50Z	
1.10		2016-07-29T15:06:02Z	
1.100		2020-07-04T06:16:29Z	
1.101		2020-07-05T09:48:45Z	
1.102		2020-07-05T11:13:25Z	
1.103		2020-09-06T05:29:50Z	
1.104		2020-12-06T08:58:43Z	
1.105		2020-12-14T15:04:24Z	
1.106.1		2021-04-04T14:24:44Z	
1.107.0		2023-03-11T07:00:59Z	
1.107.1		2023-03-11T08:49:44Z	
1.109.0		2024-10-02T14:29:06Z	
1.109.1		2024-11-09T15:48:43Z	
1.109.2		2025-08-12T18:43:04Z	
1.11		2016-07-29T19:04:43Z	
1.12		2016-10-01T11:35:38Z	
1.13		2016-10-03T17:04:53Z	
1.14		2016-10-24T17:23:50Z	
1.15		2016-10-25T17:51:29Z	
1.16		2016-10-26T15:50:43Z	
1.17		2016-10-27T16:56:34Z	
1.18		2016-10-31T20:50:31Z	
1.19		2016-11-01T16:47:19Z	
1.2		2016-03-05T09:37:59Z	
1.20		2016-11-06T06:53:00Z	
1.21		2016-12-21T16:53:35Z	
1.22		2017-02-06T17:32:14Z	
1.23		2017-02-16T20:53:56Z	
1.24		2017-02-18T21:47:35Z	
1.25		2017-02-19T07:58:32Z	
1.26		2017-02-19T08:02:19Z	
1.27		2017-02-19T16:02:01Z	
1.28		2017-02-19T16:05:17Z	
1.29		2017-02-19T20:10:01Z	
1.3		2016-03-06T13:48:49Z	
1.30		2017-02-19T20:15:28Z	
1.31		2017-03-17T14:16:11Z	
1.32		2017-03-17T16:51:21Z	
1.33		2017-03-17T17:28:52Z	
1.34		2017-03-30T17:26:45Z	
1.35		2017-04-10T18:18:00Z	
1.36		2017-04-11T18:17:51Z	
1.37		2017-07-14T19:09:31Z	
1.38		2017-07-14T19:31:52Z	
1.39		2017-07-15T05:26:39Z	
1.4		2016-03-06T13:50:50Z	
1.40		2017-08-11T09:50:56Z	
1.41		2017-09-01T19:17:41Z	
1.42		2017-09-02T08:59:32Z	
1.43		2017-10-09T16:35:14Z	
1.44		2017-10-13T09:37:15Z	
1.45		2017-12-06T21:19:30Z	
1.46		2017-12-21T14:30:13Z	
1.47		2017-12-22T11:39:46Z	
1.47	all	2017-12-22T11:40:05Z	
1.48		2017-12-22T12:31:23Z	
1.48	all	2017-12-22T12:31:34Z	
1.49			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/se/bjurr/violations/violation-comments-lib/1.49/violation-comments-lib-1.49.jar returned status 404
1.5		2016-03-07T16:42:15Z	
1.50		2017-12-22T18:34:44Z	
1.51		2017-12-22T18:50:54Z	
1.52		2017-12-25T19:35:53Z	
1.53		2017-12-31T11:37:37Z	
1.54		2018-01-14T11:47:41Z	
1.55		2018-02-13T18:54:52Z	
1.56		2018-05-13T08:05:27Z	
1.57		2018-05-13T08:18:15Z	
1.58		2018-07-04T10:11:20Z	
1.59		2018-07-04T18:11:46Z	
1.6		2016-03-08T16:05:57Z	
1.60		2018-09-12T19:25:55Z	
1.62		2018-09-12T19:57:16Z	
1.63		2018-09-12T20:40:43Z	
1.64		2018-09-15T07:53:21Z	
1.65		2018-09-17T13:24:18Z	
1.66		2018-09-18T07:21:42Z	
1.67		2018-09-18T08:21:26Z	
1.68		2018-09-18T09:28:59Z	
1.69		2018-09-18T09:47:25Z	
1.7		2016-04-07T16:41:09Z	
1.70		2018-09-18T18:38:52Z	
1.71		2018-09-20T14:09:24Z	
1.72		2018-09-20T23:46:47Z	
1.73		2018-09-23T12:45:56Z	
1.74		2018-10-06T06:21:42Z	
1.75		2018-10-06T06:24:36Z	
1.76		2018-10-07T08:05:45Z	
1.77		2018-10-07T08:46:14Z	
1.78		2018-10-08T15:58:36Z	
1.79		2018-10-08T16:07:21Z	
1.8		2016-04-23T17:11:42Z	
1.80		2019-01-02T21:11:59Z	
1.81		2019-01-09T18:29:17Z	
1.82		2019-01-14T17:34:12Z	
1.83		2019-01-29T17:11:12Z	
1.84		2019-02-11T18:05:02Z	
1.85		2019-02-11T18:20:56Z	
1.86		2019-03-07T15:51:41Z	
1.87		2019-03-13T19:15:20Z	
1.88		2019-03-23T14:34:00Z	
1.89		2019-03-30T05:56:32Z	
1.9		2016-04-27T05:39:27Z	
1.90		2019-03-31T08:21:38Z	
1.91		2019-03-31T08:35:20Z	
1.92		2019-03-31T08:46:45Z	
1.93		2019-03-31T09:54:00Z	
1.94		2019-03-31T11:22:00Z	
1.95		2019-04-24T15:50:53Z	
1.96		2019-06-15T18:09:18Z	
1.97		2019-06-15T18:15:12Z	
1.98		2019-06-16T16:18:37Z	
1.99		2019-08-29T18:29:52Z	
