0.1.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/molecules/starized/0.1.0/starized-0.1.0.jar returned status 404
0.2		2026-08-17T15:44:38Z	IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/tech/molecules/starized/0.2/starized-0.2.jar returned status 404
