0.0.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/cerve-development/network-service-android/0.0.1/network-service-android-0.0.1.jar returned status 404
0.0.11			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/io/github/cerve-development/network-service-android/0.0.11/network-service-android-0.0.11.jar returned status 404
