0.4.1	named	com.digitalpetri.opcua	uanodeset-namespace
0.3	named	com.digitalpetri.opcua	uanodeset-namespace
0.3-M2	named	com.digitalpetri.opcua	uanodeset-namespace
0.3-M1	named	com.digitalpetri.opcua	uanodeset-namespace
