4.5.101	automatic	com.51degrees	device-detection.cloud
4.5.100	automatic	com.51degrees	device-detection.cloud
4.5.99	automatic	com.51degrees	device-detection.cloud
4.5.98	automatic	com.51degrees	device-detection.cloud
4.5.97	automatic	com.51degrees	device-detection.cloud
4.5.96	automatic	com.51degrees	device-detection.cloud
4.5.95	automatic	com.51degrees	device-detection.cloud
4.5.94	automatic	com.51degrees	device-detection.cloud
4.5.93	automatic	com.51degrees	device-detection.cloud
4.5.92	automatic	com.51degrees	device-detection.cloud
4.5.91	automatic	com.51degrees	device-detection.cloud
