0.49	io.github.ralfspoeth.xldr	server	0.49
0.48	io.github.ralfspoeth.xldr	server	0.48
0.47	io.github.ralfspoeth.xldr	server	0.47
0.46	io.github.ralfspoeth.xldr	server	0.46
0.45	io.github.ralfspoeth.xldr	server	0.45
0.44	io.github.ralfspoeth.xldr	server	0.44
0.43	io.github.ralfspoeth.xldr	server	0.43
0.42	io.github.ralfspoeth.xldr	server	0.42
0.41	io.github.ralfspoeth.xldr	server	0.41
0.40	io.github.ralfspoeth.xldr	server	0.40
0.39	io.github.ralfspoeth.xldr	server	0.39
0.38	io.github.ralfspoeth.xldr	server	0.38
0.37	io.github.ralfspoeth.xldr	server	0.37
0.36	io.github.ralfspoeth.xldr	server	0.36
0.35	io.github.ralfspoeth.xldr	server	0.35
0.34	io.github.ralfspoeth.xldr	server	0.34
0.33	io.github.ralfspoeth.xldr	server	0.33
0.32	io.github.ralfspoeth.xldr	server	0.32
0.31	io.github.ralfspoeth.xldr	server	0.31
0.30	io.github.ralfspoeth.xldr	server	0.30
0.29	io.github.ralfspoeth.xldr	server	0.29
0.28	io.github.ralfspoeth.xldr	server	0.28
0.27	io.github.ralfspoeth.xldr	server	0.27
0.26	io.github.ralfspoeth.xldr	server	0.26
0.25	io.github.ralfspoeth.xldr	server	0.25
0.24	io.github.ralfspoeth.xldr	server	0.24
0.23	io.github.ralfspoeth.xldr	server	0.23
0.21	io.github.ralfspoeth.xldr	server	0.21
0.20	io.github.ralfspoeth.xldr	server	0.20
0.19	io.github.ralfspoeth.xldr	server	0.19
0.18	io.github.ralfspoeth.xldr	server	0.18
