1.3.1		2017-06-22T10:06:00Z	
1.6.5		2016-06-24T13:55:29Z	
10.0.0		2015-11-10T22:30:54Z	
10.0.1		2015-11-11T10:08:45Z	
10.0.2		2015-11-11T19:37:18Z	
10.1.0		2015-11-30T02:48:47Z	
10.1.13		2015-12-22T23:31:50Z	
10.1.14		2015-12-23T18:17:38Z	
10.1.2		2015-12-01T22:58:49Z	
10.1.5		2015-12-02T23:19:00Z	
10.1.8		2015-12-05T21:48:04Z	
10.1.9		2015-12-08T23:13:57Z	
11.0.0		2015-12-30T09:28:02Z	
11.0.2		2016-01-08T21:01:13Z	
11.1.1		2016-01-13T20:39:54Z	
11.2.0		2016-01-21T03:05:54Z	
11.2.1		2016-01-21T20:27:08Z	
11.2.2		2016-01-23T02:23:07Z	
11.2.3		2016-01-25T20:43:35Z	
12.0.1		2016-02-15T06:25:36Z	
12.0.4		2016-03-11T22:21:33Z	
12.2.10		2016-09-23T12:22:40Z	
12.2.12		2016-10-16T08:16:10Z	
12.2.13		2016-11-15T12:27:31Z	
12.2.5		2016-08-29T09:18:03Z	
2.0.4		2015-08-11T04:53:00Z	
2.1.1		2015-12-09T10:50:46Z	
3.2.4		2015-04-09T18:08:37Z	
3.3.2		2015-04-16T00:49:55Z	
4.1.4		2015-05-08T02:00:27Z	
4.2.0		2015-05-08T19:19:09Z	
4.2.1		2015-05-20T19:21:14Z	
4.2.4		2015-05-28T21:36:24Z	
5.0.0		2015-11-11T17:50:31Z	
5.0.1		2015-06-08T19:03:03Z	
5.0.4		2015-06-11T02:36:42Z	
5.0.5		2015-06-13T02:57:53Z	
5.0.6		2015-06-15T09:44:44Z	
5.0.7		2015-06-17T01:50:33Z	
5.0.9		2015-07-01T11:27:18Z	
6.0.3		2015-08-03T22:19:53Z	
6.0.4		2015-08-11T04:54:12Z	
6.1.0		2015-08-13T01:35:45Z	
6.1.1		2015-08-14T04:41:57Z	
6.2.1		2015-08-16T07:39:07Z	
7.0.1		2015-08-19T02:30:39Z	
7.0.10		2015-08-23T22:50:33Z	
7.0.12		2015-08-25T23:49:54Z	
7.0.13		2015-08-27T02:36:57Z	
7.0.15		2015-08-28T00:29:07Z	
7.0.17		2015-09-03T06:04:42Z	
7.0.4		2015-08-19T08:33:38Z	
7.0.6		2015-08-19T23:27:49Z	
7.0.9		2015-08-20T23:29:17Z	
7.2.0		2015-09-13T11:16:29Z	
7.2.1		2015-09-13T22:24:11Z	
7.2.2		2015-09-19T02:33:07Z	
7.3.6		2015-09-20T23:18:51Z	
7.3.8		2015-09-21T23:40:22Z	
7.3.9		2015-09-26T22:34:38Z	
8.0.1		2015-09-27T22:23:53Z	
8.0.4		2015-09-29T21:35:57Z	
8.0.6		2015-10-01T22:25:50Z	
9.0.10		2015-10-15T19:59:03Z	
9.0.11		2015-10-16T01:43:17Z	
9.0.12		2015-10-16T04:20:56Z	
9.0.13		2015-10-16T21:47:42Z	
9.0.15		2015-10-19T22:28:52Z	
9.0.16		2015-10-20T06:31:29Z	
9.0.18		2015-10-20T19:32:45Z	
9.0.19		2015-10-21T01:42:08Z	
9.0.4		2015-10-04T05:58:31Z	
9.0.6		2015-10-05T06:00:03Z	
9.0.7		2015-10-06T23:50:22Z	
9.0.8		2015-10-08T22:25:04Z	
9.0.9		2015-10-11T01:35:41Z	
9.1.0		2015-10-22T03:10:15Z	
9.1.1		2015-10-22T20:09:39Z	
9.1.2		2015-11-05T20:18:01Z	
