284			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/284/clover-android-sdk-284.jar returned status 404
288			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/288/clover-android-sdk-288.jar returned status 404
292			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/292/clover-android-sdk-292.jar returned status 404
293			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/293/clover-android-sdk-293.jar returned status 404
304			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/304/clover-android-sdk-304.jar returned status 404
306			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/306/clover-android-sdk-306.jar returned status 404
316			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/316/clover-android-sdk-316.jar returned status 404
316.1			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/316.1/clover-android-sdk-316.1.jar returned status 404
320			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/320/clover-android-sdk-320.jar returned status 404
322			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/322/clover-android-sdk-322.jar returned status 404
323			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/323/clover-android-sdk-323.jar returned status 404
326			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/326/clover-android-sdk-326.jar returned status 404
328			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/328/clover-android-sdk-328.jar returned status 404
329			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/329/clover-android-sdk-329.jar returned status 404
333			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/333/clover-android-sdk-333.jar returned status 404
334			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/clover/sdk/clover-android-sdk/334/clover-android-sdk-334.jar returned status 404
