4.24.0			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/yodo1/plugin/tobid/tobid-core-windsdk/4.24.0/tobid-core-windsdk-4.24.0.jar returned status 404
4.25.21			IOException: Tail request on https://maven-central.storage-download.googleapis.com/maven2/com/yodo1/plugin/tobid/tobid-core-windsdk/4.25.21/tobid-core-windsdk-4.25.21.jar returned status 404
